:(Mode)update
:(EngineeringUnit)Unit	DefaultTagRate	IntegralDivisor	
Amp	10000	1
COUNTS	10000	1
BAR	10000	1
C	10000	1
Vdc	10000	1
°C	10000	1
Bar	10000	1
Sm3/h	10000	3600
Kgf/cm2	10000	1
Kg/h	10000	3600
Nm3/h	10000	3600
m3/h	10000	3600
mm	10000	1
kg/cm2	10000	1
%	10000	1
ppmH2O	10000	1
KCal/Nm3	10000	1
MOL%	10000	1
M	10000	1
V	10000	1
Kg/cm2	10000	1
m3/jour	10000	86400
-	10000	1
kVA	10000	1
min	10000	60
Nm3/min	10000	60
H_Min	10000	1
Nm3/j	10000	86400
Nm3	10000	1
:(AnalogTag)TagName	Description	IOServerComputerName	IOServerAppName	TopicName	ItemName	AcquisitionType	StorageType	AcquisitionRate	StorageRate	TimeDeadband	SamplesInAI	AllMode	EngUnits	MinEU	MaxEU	MinRaw	MaxRaw	Scaling	RawType	IntegerSize	Sign	ValueDeadband	InitialValue	CurrentEditor	RateDeadband	InterpolationType	RolloverValue	ServerTimeStamp	DeadbandType	
DG-E4-HR16	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR72	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-CS4-HR2	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-CN4-HR14	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRS2	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRS3	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRS11	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRS21	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRS23	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRS24	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRSI1	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRSI2	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRSI3	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-HRSI4	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E4-HR21	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E4-HR22	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E5-HR10	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E5-HR53	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E5-HR54	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E5-HRC32	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E5-HRC33	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E5-HRC34	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W7-HR15	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W7-HR17	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W7-HR18	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W7-HR19	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W7-HR20	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E4-HR23	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E4-HR11	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HR50	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HR51	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HR52	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HRC28	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HRC30	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HRC31	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HR42	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HR45	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HR46	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HR48	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HRC26	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HRC27	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W2-HRC29	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W3-HR37	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W3-HR47	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W3-HR59	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W3-HRC20	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W3-HRC25	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W4-HR43	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W4-HR60	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W4-HR98	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W4-HR510	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W4-HRC19	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HR39	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HR40	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HR65	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HR511	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HR512	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HRC18	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HRC51	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W5-HRC52	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E1-HR55	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E1-HR56	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E4-HR57	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-W1-HRTR	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E1-HRC53	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-E1-HRC54	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD27	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HRD13	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD26	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HRD16	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR77	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD03	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD06	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S4-HR73	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S5-HR200	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S5-HRD01	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S6-HR157	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HRD04	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HRD18	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HRD19	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD20	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR6	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR67	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR71	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR83	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR93	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR141	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S1-HR156	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR62	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR63	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR64	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR66	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR68	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR69	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR86	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR87	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HR136	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR12	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR70	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR74	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR75	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR76	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR84	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR88	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR89	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR137	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HR158	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S5-HR82	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S5-HR85	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S5-HR192	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD21	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD22	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD23	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S3-HRD24	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-S2-HRD25	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N1-HR116	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N1-HR121	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N1-HR122	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N1-HR128	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N1-HR502	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N2-HR101	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N2-HR102	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N2-HR103	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
DG-N2-HR104	Debit Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Nm3/min	0	10000	0	10000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
